Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2006","°c","1.035"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2007","°c","2.33"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2008","°c","1.887"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2009","°c","1.251"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2010","°c","1.777"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2011","°c","1.19"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2012","°c","2.722"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2013","°c","1.314"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2014","°c","1.062"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2015","°c","0.238"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2016","°c","1.893"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2017","°c","1.767"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2018","°c","1.493"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2019","°c","1.847"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2020","°c","1.096"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2021","°c","2.266"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2022","°c","1.917"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2023","°c","2.053"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1961","°c","-0.055"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1962","°c","-0.53"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1963","°c","1.206"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1964","°c","0.629"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1965","°c","-0.832"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1966","°c","-0.441"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1967","°c","0.555"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1968","°c","-0.147"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1969","°c","-0.628"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1970","°c","0.09"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1971","°c","0.294"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1972","°c","0.361"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1973","°c","-0.006"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1974","°c","-0.391"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1975","°c","-0.015"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1976","°c","-0.792"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1977","°c","-0.298"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1978","°c","-1.423"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1979","°c","-0.154"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1980","°c","-0.808"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1981","°c","0.131"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1982","°c","0.651"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1983","°c","0.902"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1984","°c","-1.156"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1985","°c","-0.348"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1986","°c","0.126"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1987","°c","0.251"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1988","°c","0.749"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1989","°c","-0.167"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1990","°c","0.134"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1991","°c","0.613"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1992","°c","2.372"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1993","°c","0.555"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1994","°c","1.98"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1995","°c","0.929"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1996","°c","0.157"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1997","°c","0.362"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1998","°c","1.282"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","1999","°c","1.023"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2000","°c","1.557"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2001","°c","1.076"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2002","°c","2.083"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2003","°c","3.233"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2004","°c","0.718"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2005","°c","0.363"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2006","°c","1.03"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2007","°c","2.499"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2008","°c","1.554"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2009","°c","1.54"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2010","°c","1.638"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2011","°c","1.569"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2012","°c","2.883"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2013","°c","1.907"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2014","°c","0.954"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2015","°c","3.016"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2016","°c","1.754"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2017","°c","2.823"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2018","°c","2.755"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2019","°c","3.221"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2020","°c","1.928"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2021","°c","2.674"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2022","°c","3.474"
"Temperature change on land","Hungary","Temperature change","Jun–Jul–Aug","2023","°c","2.396"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1961","°c","-0.477"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1962","°c","-0.842"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1963","°c","-0.373"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1964","°c","-0.186"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1965","°c","-0.547"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1966","°c","-0.035"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1967","°c","-0.007"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1968","°c","0.083"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1969","°c","0.255"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1970","°c","0.531"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1971","°c","-0.081"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1972","°c","-1.008"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1973","°c","0.276"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1974","°c","-0.483"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1975","°c","1.183"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1976","°c","1.576"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1977","°c","-0.005"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1978","°c","-0.486"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1979","°c","-0.23"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1980","°c","-0.369"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1981","°c","0.052"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1982","°c","0.616"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1983","°c","1.612"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1984","°c","1.132"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1985","°c","-0.812"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1986","°c","-0.679"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1987","°c","0.007"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1988","°c","-0.124"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1989","°c","1.145"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1990","°c","0.739"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1991","°c","0.472"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1992","°c","0.401"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1993","°c","-0.21"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1994","°c","-0.106"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1995","°c","2.187"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1996","°c","0.337"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1997","°c","0.942"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1998","°c","0.134"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","1999","°c","0.646"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2000","°c","0.746"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2001","°c","0.379"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2002","°c","0.107"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2003","°c","1.445"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2004","°c","0.908"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2005","°c","1.247"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2006","°c","1.718"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2007","°c","0.557"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2008","°c","0.613"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2009","°c","0.922"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2010","°c","0.861"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2011","°c","-0.475"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2012","°c","0.257"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2013","°c","1.539"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2014","°c","1.194"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2015","°c","-0.116"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2016","°c","1.32"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2017","°c","0.782"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2018","°c","1.819"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2019","°c","1.036"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2020","°c","0.649"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2021","°c","1.43"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2022","°c","1.533"
"Temperature change on land","Ireland","Temperature change","Jun–Jul–Aug","2023","°c","1.871"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1961","°c","0.079"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1962","°c","0.375"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1963","°c","0.336"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1964","°c","0.47"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1965","°c","-0.106"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1966","°c","-0.148"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1967","°c","0.236"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1968","°c","-0.682"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1969","°c","-0.87"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1970","°c","0.274"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1971","°c","0.577"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1972","°c","-0.538"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1973","°c","0.56"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1974","°c","0.047"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1975","°c","-0.417"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1976","°c","-0.6"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1977","°c","-0.524"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1978","°c","-0.734"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1979","°c","0.159"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1980","°c","-0.685"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1981","°c","-0.152"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1982","°c","1.326"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1983","°c","0.923"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1984","°c","-0.512"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1985","°c","0.66"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1986","°c","0.28"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1987","°c","0.766"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1988","°c","1.233"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1989","°c","0.175"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1990","°c","0.681"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1991","°c","0.876"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1992","°c","0.743"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1993","°c","1.146"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1994","°c","2.045"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1995","°c","0.575"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1996","°c","0.547"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1997","°c","0.833"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1998","°c","1.945"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","1999","°c","1.491"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2000","°c","1.446"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2001","°c","1.559"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2002","°c","1.22"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2003","°c","4.074"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2004","°c","1.24"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2005","°c","1.121"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2006","°c","1.315"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2007","°c","1.589"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2008","°c","1.61"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2009","°c","1.928"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2010","°c","1.456"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2011","°c","1.375"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2012","°c","2.855"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2013","°c","1.44"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2014","°c","0.782"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2015","°c","2.779"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2016","°c","1.596"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2017","°c","3.032"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2018","°c","2.292"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2019","°c","3.09"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2020","°c","1.848"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2021","°c","2.769"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2022","°c","3.667"
"Temperature change on land","Italy","Temperature change","Jun–Jul–Aug","2023","°c","2.681"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","1992","°c","1.249"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","1993","°c","-1.313"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","1994","°c","0.541"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","1995","°c","1.026"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","1996","°c","-0.07"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","1997","°c","1.743"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","1998","°c","-0.364"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","1999","°c","1.997"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2000","°c","-0.331"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2001","°c","1.465"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2002","°c","2.407"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2003","°c","1.05"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2004","°c","0.203"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2005","°c","0.64"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2006","°c","1.84"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2007","°c","1.425"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2008","°c","0.599"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2009","°c","0.286"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2010","°c","2.907"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2011","°c","2.333"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2012","°c","0.435"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2013","°c","1.853"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2014","°c","1.314"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2015","°c","0.519"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2016","°c","1.365"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2017","°c","0.012"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2018","°c","2.394"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2019","°c","1.601"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2020","°c","1.613"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2021","°c","2.981"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2022","°c","2.459"
"Temperature change on land","Latvia","Temperature change","Jun–Jul–Aug","2023","°c","1.687"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","1992","°c","1.578"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","1993","°c","-1.382"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","1994","°c","0.617"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","1995","°c","1.079"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","1996","°c","-0.123"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","1997","°c","1.361"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","1998","°c","-0.382"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","1999","°c","2.009"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2000","°c","-0.398"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2001","°c","1.407"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2002","°c","2.426"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2003","°c","1.04"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2004","°c","0.04"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2005","°c","0.424"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2006","°c","1.73"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2007","°c","1.392"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2008","°c","0.632"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2009","°c","0.252"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2010","°c","2.8"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2011","°c","1.895"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2012","°c","0.534"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2013","°c","1.635"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2014","°c","1.102"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2015","°c","0.805"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2016","°c","1.37"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2017","°c","0.202"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2018","°c","2.504"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2019","°c","1.965"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2020","°c","1.752"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2021","°c","2.88"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2022","°c","2.352"
"Temperature change on land","Lithuania","Temperature change","Jun–Jul–Aug","2023","°c","1.847"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2000","°c","0.681"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2001","°c","1.337"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2002","°c","1.668"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2003","°c","4.038"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2004","°c","1.076"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2005","°c","1.081"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2006","°c","2.224"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2007","°c","0.944"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2008","°c","1.324"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2009","°c","1.399"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2010","°c","1.835"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2011","°c","0.733"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2012","°c","1.182"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2013","°c","1.743"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2014","°c","1.11"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2015","°c","2.659"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2016","°c","1.829"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2017","°c","2.385"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2018","°c","3.538"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2019","°c","3.302"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2020","°c","2.496"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2021","°c","1.668"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2022","°c","3.718"
"Temperature change on land","Luxembourg","Temperature change","Jun–Jul–Aug","2023","°c","2.874"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1961","°c","0.115"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1962","°c","0.332"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1963","°c","0.588"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1964","°c","0.06"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1965","°c","0.4"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1966","°c","-0.003"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1967","°c","-0.121"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1968","°c","-0.287"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1969","°c","-1.078"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1970","°c","-0.098"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1971","°c","0.388"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1972","°c","-0.498"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1973","°c","0.486"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1974","°c","-0.355"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1975","°c","-0.718"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1976","°c","-0.917"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1977","°c","-0.332"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1978","°c","-0.544"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1979","°c","0.262"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1980","°c","-0.826"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1981","°c","-0.228"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1982","°c","1.761"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1983","°c","0.471"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1984","°c","-0.559"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1985","°c","0.545"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1986","°c","0.229"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1987","°c","1.415"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1988","°c","1.81"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1989","°c","0.151"
