Domain,Area,Element,Item,Year,Source,Unit,Value
"Emissions totals","Italy","Emissions (CH4)","Enteric Fermentation","2020","FAO TIER 1","kt","580.2533"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2006","FAO TIER 1","kt","162.7088"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2006","FAO TIER 1","kt","3.7927"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2006","FAO TIER 1","kt","5.6914"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2007","FAO TIER 1","kt","162.6276"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2007","FAO TIER 1","kt","3.8078"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2007","FAO TIER 1","kt","5.6898"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2008","FAO TIER 1","kt","165.1048"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2008","FAO TIER 1","kt","3.9931"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2008","FAO TIER 1","kt","5.9158"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2009","FAO TIER 1","kt","165.0814"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2009","FAO TIER 1","kt","4.0203"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2009","FAO TIER 1","kt","5.9312"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2010","FAO TIER 1","kt","165.5422"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2010","FAO TIER 1","kt","4.0639"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2010","FAO TIER 1","kt","5.9767"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2011","FAO TIER 1","kt","162.4982"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2011","FAO TIER 1","kt","3.9698"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2011","FAO TIER 1","kt","5.8134"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2012","FAO TIER 1","kt","161.8072"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2012","FAO TIER 1","kt","4.0421"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2012","FAO TIER 1","kt","5.9197"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2013","FAO TIER 1","kt","159.8009"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2013","FAO TIER 1","kt","4.0357"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2013","FAO TIER 1","kt","5.8845"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2014","FAO TIER 1","kt","159.3615"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2014","FAO TIER 1","kt","3.9624"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2014","FAO TIER 1","kt","5.7898"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2015","FAO TIER 1","kt","158.6143"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2015","FAO TIER 1","kt","3.9658"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2015","FAO TIER 1","kt","5.7962"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2016","FAO TIER 1","kt","158.6806"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2016","FAO TIER 1","kt","4.0333"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2016","FAO TIER 1","kt","5.8751"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2017","FAO TIER 1","kt","159.5039"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2017","FAO TIER 1","kt","4.0667"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2017","FAO TIER 1","kt","5.9097"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2018","FAO TIER 1","kt","164.0127"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2018","FAO TIER 1","kt","4.2026"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2018","FAO TIER 1","kt","6.1347"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2019","FAO TIER 1","kt","163.1632"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2019","FAO TIER 1","kt","4.1957"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2019","FAO TIER 1","kt","6.1198"
"Emissions totals","Italy","Emissions (CH4)","Manure Management","2020","FAO TIER 1","kt","164.0249"
"Emissions totals","Italy","Direct emissions (N2O)","Manure Management","2020","FAO TIER 1","kt","4.2218"
"Emissions totals","Italy","Emissions (N2O)","Manure Management","2020","FAO TIER 1","kt","6.1503"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","707.0793"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","693.1777"
"Emissions totals","Italy","Emissions (CO2)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","693.1777"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2006","FAO TIER 1","kt","0.4911"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2007","FAO TIER 1","kt","0.49"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2008","FAO TIER 1","kt","0.49"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2009","FAO TIER 1","kt","0.49"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2010","FAO TIER 1","kt","0.49"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2011","FAO TIER 1","kt","0.49"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2012","FAO TIER 1","kt","0.49"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2013","FAO TIER 1","kt","0.4899"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2014","FAO TIER 1","kt","0.4899"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2015","FAO TIER 1","kt","0.4899"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2016","FAO TIER 1","kt","0.4899"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2017","FAO TIER 1","kt","0.4899"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2018","FAO TIER 1","kt","0.4899"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2019","FAO TIER 1","kt","0.4814"
"Emissions totals","Italy","Emissions (N2O)","Drained organic soils (N2O)","2020","FAO TIER 1","kt","0.4814"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2006","FAO TIER 1","kt","0.6266"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2006","FAO TIER 1","kt","3.0432"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2006","FAO TIER 1","kt","11171.1135"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2007","FAO TIER 1","kt","0.6005"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2007","FAO TIER 1","kt","2.8888"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2007","FAO TIER 1","kt","10830.9286"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2008","FAO TIER 1","kt","0.584"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2008","FAO TIER 1","kt","2.8042"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2008","FAO TIER 1","kt","10430.9835"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2009","FAO TIER 1","kt","0.5808"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2009","FAO TIER 1","kt","2.837"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2009","FAO TIER 1","kt","10277.1541"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2010","FAO TIER 1","kt","0.5534"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2010","FAO TIER 1","kt","2.6683"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2010","FAO TIER 1","kt","9762.51"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2011","FAO TIER 1","kt","0.5417"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2011","FAO TIER 1","kt","2.6311"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2011","FAO TIER 1","kt","9728.6219"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2012","FAO TIER 1","kt","0.5239"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2012","FAO TIER 1","kt","2.5194"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2012","FAO TIER 1","kt","9354.9272"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2013","FAO TIER 1","kt","0.5167"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2013","FAO TIER 1","kt","2.4938"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2013","FAO TIER 1","kt","8910.3032"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2014","FAO TIER 1","kt","0.5116"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2014","FAO TIER 1","kt","2.5084"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2014","FAO TIER 1","kt","8748.1676"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2015","FAO TIER 1","kt","0.5221"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2015","FAO TIER 1","kt","2.5378"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2015","FAO TIER 1","kt","9036.8481"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2016","FAO TIER 1","kt","0.5056"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2016","FAO TIER 1","kt","2.6124"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2016","FAO TIER 1","kt","9010.9213"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2017","FAO TIER 1","kt","0.4906"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2017","FAO TIER 1","kt","2.6189"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2017","FAO TIER 1","kt","9134.9436"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2018","FAO TIER 1","kt","0.5117"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2018","FAO TIER 1","kt","2.7698"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2018","FAO TIER 1","kt","9378.1343"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2019","FAO TIER 1","kt","0.4915"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2019","FAO TIER 1","kt","2.6059"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2019","FAO TIER 1","kt","8906.8904"
"Emissions totals","Italy","Emissions (CH4)","On-farm energy use","2020","FAO TIER 1","kt","0.4964"
"Emissions totals","Italy","Emissions (N2O)","On-farm energy use","2020","FAO TIER 1","kt","2.6292"
"Emissions totals","Italy","Emissions (CO2)","On-farm energy use","2020","FAO TIER 1","kt","9027.6872"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2006","FAO TIER 1","kt","0.2323"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2006","FAO TIER 1","kt","0.006"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2007","FAO TIER 1","kt","0.2426"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2007","FAO TIER 1","kt","0.0063"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2008","FAO TIER 1","kt","0.2771"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2008","FAO TIER 1","kt","0.0072"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2009","FAO TIER 1","kt","0.3086"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2009","FAO TIER 1","kt","0.008"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2010","FAO TIER 1","kt","0.3253"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2010","FAO TIER 1","kt","0.0084"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2011","FAO TIER 1","kt","0.3315"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2011","FAO TIER 1","kt","0.0086"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2012","FAO TIER 1","kt","0.3806"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2012","FAO TIER 1","kt","0.0099"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2013","FAO TIER 1","kt","0.3988"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2013","FAO TIER 1","kt","0.0103"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2014","FAO TIER 1","kt","0.4229"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2014","FAO TIER 1","kt","0.011"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2015","FAO TIER 1","kt","0.4831"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2015","FAO TIER 1","kt","0.0125"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2016","FAO TIER 1","kt","0.5174"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2016","FAO TIER 1","kt","0.0134"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2017","FAO TIER 1","kt","0.4825"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2017","FAO TIER 1","kt","0.0125"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2018","FAO TIER 1","kt","0.4506"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2018","FAO TIER 1","kt","0.0117"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2019","FAO TIER 1","kt","0.5321"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2019","FAO TIER 1","kt","0.0138"
"Emissions totals","Latvia","Emissions (CH4)","Burning - Crop residues","2020","FAO TIER 1","kt","0.5381"
"Emissions totals","Latvia","Emissions (N2O)","Burning - Crop residues","2020","FAO TIER 1","kt","0.0139"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2006","FAO TIER 1","kt","34.3678"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2007","FAO TIER 1","kt","33.7106"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2008","FAO TIER 1","kt","34.9017"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2009","FAO TIER 1","kt","33.3081"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2010","FAO TIER 1","kt","32.9106"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2011","FAO TIER 1","kt","32.96"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2012","FAO TIER 1","kt","33.0143"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2013","FAO TIER 1","kt","33.747"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2014","FAO TIER 1","kt","34.5558"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2015","FAO TIER 1","kt","35.5145"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2016","FAO TIER 1","kt","35.1882"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2017","FAO TIER 1","kt","34.3337"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2018","FAO TIER 1","kt","32.7385"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2019","FAO TIER 1","kt","32.3173"
"Emissions totals","Latvia","Emissions (CH4)","Enteric Fermentation","2020","FAO TIER 1","kt","32.307"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2006","FAO TIER 1","kt","8.2437"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2006","FAO TIER 1","kt","0.1991"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2006","FAO TIER 1","kt","0.3274"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2007","FAO TIER 1","kt","8.1142"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2007","FAO TIER 1","kt","0.1969"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2007","FAO TIER 1","kt","0.3227"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2008","FAO TIER 1","kt","8.2033"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2008","FAO TIER 1","kt","0.2028"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2008","FAO TIER 1","kt","0.3309"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2009","FAO TIER 1","kt","7.6967"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2009","FAO TIER 1","kt","0.1924"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2009","FAO TIER 1","kt","0.3135"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2010","FAO TIER 1","kt","7.5998"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2010","FAO TIER 1","kt","0.1909"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2010","FAO TIER 1","kt","0.31"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2011","FAO TIER 1","kt","7.7411"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2011","FAO TIER 1","kt","0.1926"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2011","FAO TIER 1","kt","0.3122"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2012","FAO TIER 1","kt","7.6063"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2012","FAO TIER 1","kt","0.1904"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2012","FAO TIER 1","kt","0.3093"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2013","FAO TIER 1","kt","7.5866"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2013","FAO TIER 1","kt","0.1947"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2013","FAO TIER 1","kt","0.3145"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2014","FAO TIER 1","kt","7.7576"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2014","FAO TIER 1","kt","0.1991"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2014","FAO TIER 1","kt","0.3216"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2015","FAO TIER 1","kt","7.7332"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2015","FAO TIER 1","kt","0.2002"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2015","FAO TIER 1","kt","0.3242"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2016","FAO TIER 1","kt","7.551"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2016","FAO TIER 1","kt","0.1976"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2016","FAO TIER 1","kt","0.3194"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2017","FAO TIER 1","kt","7.3369"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2017","FAO TIER 1","kt","0.1878"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2017","FAO TIER 1","kt","0.3063"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2018","FAO TIER 1","kt","6.9154"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2018","FAO TIER 1","kt","0.1792"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2018","FAO TIER 1","kt","0.2911"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2019","FAO TIER 1","kt","6.8867"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2019","FAO TIER 1","kt","0.1776"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2019","FAO TIER 1","kt","0.2882"
"Emissions totals","Latvia","Emissions (CH4)","Manure Management","2020","FAO TIER 1","kt","6.8253"
"Emissions totals","Latvia","Direct emissions (N2O)","Manure Management","2020","FAO TIER 1","kt","0.1773"
"Emissions totals","Latvia","Emissions (N2O)","Manure Management","2020","FAO TIER 1","kt","0.2873"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","5127.4464"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","5163.1915"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","5215.3965"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","5226.4957"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","5269.9566"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","5307.1215"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","5321.8767"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","5321.2716"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","5273.6488"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","5273.581"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","5213.8837"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","5211.3181"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","5220.3274"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","5215.0077"
"Emissions totals","Latvia","Emissions (CO2)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","5224.7552"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2006","FAO TIER 1","kt","3.625"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2007","FAO TIER 1","kt","3.6503"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2008","FAO TIER 1","kt","3.6873"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2009","FAO TIER 1","kt","3.6952"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2010","FAO TIER 1","kt","3.726"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2011","FAO TIER 1","kt","3.7523"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2012","FAO TIER 1","kt","3.7628"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2013","FAO TIER 1","kt","3.7623"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2014","FAO TIER 1","kt","3.7287"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2015","FAO TIER 1","kt","3.7286"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2016","FAO TIER 1","kt","3.6864"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2017","FAO TIER 1","kt","3.6846"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2018","FAO TIER 1","kt","3.691"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2019","FAO TIER 1","kt","3.6874"
"Emissions totals","Latvia","Emissions (N2O)","Drained organic soils (N2O)","2020","FAO TIER 1","kt","3.6943"
"Emissions totals","Latvia","Emissions (CH4)","On-farm energy use","2006","FAO TIER 1","kt","0.0693"
"Emissions totals","Latvia","Emissions (N2O)","On-farm energy use","2006","FAO TIER 1","kt","0.1296"
"Emissions totals","Latvia","Emissions (CO2)","On-farm energy use","2006","FAO TIER 1","kt","427.6492"
"Emissions totals","Latvia","Emissions (CH4)","On-farm energy use","2007","FAO TIER 1","kt","0.0691"
"Emissions totals","Latvia","Emissions (N2O)","On-farm energy use","2007","FAO TIER 1","kt","0.1308"
"Emissions totals","Latvia","Emissions (CO2)","On-farm energy use","2007","FAO TIER 1","kt","423.7282"
"Emissions totals","Latvia","Emissions (CH4)","On-farm energy use","2008","FAO TIER 1","kt","0.0673"
"Emissions totals","Latvia","Emissions (N2O)","On-farm energy use","2008","FAO TIER 1","kt","0.1186"
"Emissions totals","Latvia","Emissions (CO2)","On-farm energy use","2008","FAO TIER 1","kt","382.6393"
"Emissions totals","Latvia","Emissions (CH4)","On-farm energy use","2009","FAO TIER 1","kt","0.0465"
"Emissions totals","Latvia","Emissions (N2O)","On-farm energy use","2009","FAO TIER 1","kt","0.1197"
"Emissions totals","Latvia","Emissions (CO2)","On-farm energy use","2009","FAO TIER 1","kt","363.4189"
"Emissions totals","Latvia","Emissions (CH4)","On-farm energy use","2010","FAO TIER 1","kt","0.0512"
"Emissions totals","Latvia","Emissions (N2O)","On-farm energy use","2010","FAO TIER 1","kt","0.1296"
"Emissions totals","Latvia","Emissions (CO2)","On-farm energy use","2010","FAO TIER 1","kt","422.4886"
"Emissions totals","Latvia","Emissions (CH4)","On-farm energy use","2011","FAO TIER 1","kt","0.0519"
"Emissions totals","Latvia","Emissions (N2O)","On-farm energy use","2011","FAO TIER 1","kt","0.1333"
"Emissions totals","Latvia","Emissions (CO2)","On-farm energy use","2011","FAO TIER 1","kt","425.9272"
"Emissions totals","Latvia","Emissions (CH4)","On-farm energy use","2012","FAO TIER 1","kt","0.072"
"Emissions totals","Latvia","Emissions (N2O)","On-farm energy use","2012","FAO TIER 1","kt","0.1224"
"Emissions totals","Latvia","Emissions (CO2)","On-farm energy use","2012","FAO TIER 1","kt","409.55"
"Emissions totals","Latvia","Emissions (CH4)","On-farm energy use","2013","FAO TIER 1","kt","0.0517"
"Emissions totals","Latvia","Emissions (N2O)","On-farm energy use","2013","FAO TIER 1","kt","0.1247"
"Emissions totals","Latvia","Emissions (CO2)","On-farm energy use","2013","FAO TIER 1","kt","415.4487"
