Domain,Area,Element,Item,Year,Source,Unit,Value
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2002","FAO TIER 1","kt","5687.6936"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2003","FAO TIER 1","kt","5659.5934"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2004","FAO TIER 1","kt","5602.0383"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2005","FAO TIER 1","kt","5602.2051"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","5602.6975"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","5601.2788"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","5597.2749"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","5597.5574"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","5601.2576"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","5605.0655"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","5605.4464"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","5605.4464"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","5604.2513"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","5604.2513"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","5600.6545"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","5600.8936"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","5591.5917"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","5559.3372"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","5559.7152"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2000","FAO TIER 1","kt","-4186.2381"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2001","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2002","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2003","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2004","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2005","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2006","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2007","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2008","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2009","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2010","FAO TIER 1","kt","-3404.7264"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2011","FAO TIER 1","kt","-4376.8296"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2012","FAO TIER 1","kt","-4376.8296"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2013","FAO TIER 1","kt","-4376.8296"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2014","FAO TIER 1","kt","-4376.8296"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2015","FAO TIER 1","kt","-4376.8296"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2016","FAO TIER 1","kt","-4125.1814"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2017","FAO TIER 1","kt","-4125.1814"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2018","FAO TIER 1","kt","-4125.1814"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2019","FAO TIER 1","kt","-4125.1814"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forestland","2020","FAO TIER 1","kt","-4125.1814"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2000","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2001","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2002","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2003","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2004","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2005","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2006","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2007","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2008","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2009","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2010","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2011","FAO TIER 1","kt","44.257"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2012","FAO TIER 1","kt","44.257"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2013","FAO TIER 1","kt","44.257"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2014","FAO TIER 1","kt","44.257"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2015","FAO TIER 1","kt","44.257"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2016","FAO TIER 1","kt","363.1129"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2017","FAO TIER 1","kt","363.1129"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2018","FAO TIER 1","kt","363.1129"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2019","FAO TIER 1","kt","363.1129"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Net Forest conversion","2020","FAO TIER 1","kt","363.1129"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2000","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2001","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2002","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2003","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2004","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2005","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2006","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2007","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2008","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2009","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2010","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2011","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2012","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2013","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2014","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2015","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2016","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2017","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2018","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2019","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Fires in organic soils","2020","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2000","FAO TIER 1","kt","0.9284"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2001","FAO TIER 1","kt","0.3955"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2002","FAO TIER 1","kt","0.123"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2003","FAO TIER 1","kt","1.3095"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2004","FAO TIER 1","kt","3.5302"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2005","FAO TIER 1","kt","0.123"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2006","FAO TIER 1","kt","11.5983"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2007","FAO TIER 1","kt","8.5866"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2008","FAO TIER 1","kt","0.123"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2009","FAO TIER 1","kt","1.8252"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2010","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2011","FAO TIER 1","kt","0.2725"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2012","FAO TIER 1","kt","2.4667"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2013","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2014","FAO TIER 1","kt","6.2429"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2015","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2016","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2017","FAO TIER 1","kt","0.3955"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2018","FAO TIER 1","kt","0"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2019","FAO TIER 1","kt","0.3955"
"Emissions totals","Hungary","Emissions (CO2eq) (AR5)","Forest fires","2020","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2000","FAO TIER 1","kt","11204.6076"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2001","FAO TIER 1","kt","11191.7424"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2002","FAO TIER 1","kt","11175.9904"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2003","FAO TIER 1","kt","11150.9308"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2004","FAO TIER 1","kt","11117.1512"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2005","FAO TIER 1","kt","11106.9013"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","11100.2488"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","11081.3641"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","11062.2188"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","11026.4857"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","11014.9764"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","11014.1959"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","11010.1623"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","11008.3839"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","10982.6395"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","10982.6395"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","10970.7111"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","10962.5952"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","10949.8196"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","10862.244"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","10854.7163"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2000","FAO TIER 1","kt","-3578.095"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2001","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2002","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2003","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2004","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2005","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2006","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2007","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2008","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2009","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2010","FAO TIER 1","kt","-3243.3242"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2011","FAO TIER 1","kt","-3344.1182"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2012","FAO TIER 1","kt","-3344.1182"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2013","FAO TIER 1","kt","-3344.1182"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2014","FAO TIER 1","kt","-3344.1182"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2015","FAO TIER 1","kt","-3344.1182"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2016","FAO TIER 1","kt","-3889.1933"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2017","FAO TIER 1","kt","-3889.1933"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2018","FAO TIER 1","kt","-3889.1933"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2019","FAO TIER 1","kt","-3889.1933"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forestland","2020","FAO TIER 1","kt","-3889.1933"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2000","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2001","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2002","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2003","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2004","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2005","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2006","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2007","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2008","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2009","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2010","FAO TIER 1","kt","12.7893"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2011","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2012","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2013","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2014","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2015","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2016","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2017","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2018","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2019","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Net Forest conversion","2020","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2000","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2001","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2002","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2003","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2004","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2005","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2006","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2007","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2008","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2009","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2010","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2011","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2012","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2013","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2014","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2015","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2016","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2017","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2018","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2019","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Fires in organic soils","2020","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2000","FAO TIER 1","kt","1.25"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2001","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2002","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2003","FAO TIER 1","kt","0.5185"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2004","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2005","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2006","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2007","FAO TIER 1","kt","1.5555"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2008","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2009","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2010","FAO TIER 1","kt","0.2725"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2011","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2012","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2013","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2014","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2015","FAO TIER 1","kt","0.123"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2016","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2017","FAO TIER 1","kt","1.705"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2018","FAO TIER 1","kt","0.5185"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2019","FAO TIER 1","kt","0"
"Emissions totals","Ireland","Emissions (CO2eq) (AR5)","Forest fires","2020","FAO TIER 1","kt","0.791"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2000","FAO TIER 1","kt","703.9455"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2001","FAO TIER 1","kt","705.5362"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2002","FAO TIER 1","kt","707.127"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2003","FAO TIER 1","kt","708.6723"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2004","FAO TIER 1","kt","708.6723"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2005","FAO TIER 1","kt","708.6723"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","707.0793"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","705.4891"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","705.2177"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","693.1777"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","693.1777"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Forestland","2000","FAO TIER 1","kt","-35316.1233"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Forestland","2001","FAO TIER 1","kt","-35510.0911"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Forestland","2002","FAO TIER 1","kt","-35510.0911"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Forestland","2003","FAO TIER 1","kt","-35510.0911"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Forestland","2004","FAO TIER 1","kt","-35510.0911"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Forestland","2005","FAO TIER 1","kt","-35510.0911"
"Emissions totals","Italy","Emissions (CO2eq) (AR5)","Forestland","2006","FAO TIER 1","kt","-35510.0911"
