Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","India","Temperature change","Meteorological year","2002","°c","0.831"
"Temperature change on land","India","Temperature change","Meteorological year","2003","°c","0.689"
"Temperature change on land","India","Temperature change","Meteorological year","2004","°c","0.57"
"Temperature change on land","India","Temperature change","Meteorological year","2005","°c","0.606"
"Temperature change on land","India","Temperature change","Meteorological year","2006","°c","0.685"
"Temperature change on land","India","Temperature change","Meteorological year","2007","°c","0.636"
"Temperature change on land","India","Temperature change","Meteorological year","2008","°c","0.303"
"Temperature change on land","India","Temperature change","Meteorological year","2009","°c","1.176"
"Temperature change on land","India","Temperature change","Meteorological year","2010","°c","1.159"
"Temperature change on land","India","Temperature change","Meteorological year","2011","°c","0.364"
"Temperature change on land","India","Temperature change","Meteorological year","2012","°c","0.487"
"Temperature change on land","India","Temperature change","Meteorological year","2013","°c","0.445"
"Temperature change on land","India","Temperature change","Meteorological year","2014","°c","0.536"
"Temperature change on land","India","Temperature change","Meteorological year","2015","°c","0.705"
"Temperature change on land","India","Temperature change","Meteorological year","2016","°c","1.077"
"Temperature change on land","India","Temperature change","Meteorological year","2017","°c","0.962"
"Temperature change on land","India","Temperature change","Meteorological year","2018","°c","0.881"
"Temperature change on land","India","Temperature change","Meteorological year","2019","°c","0.813"
"Temperature change on land","India","Temperature change","Meteorological year","2020","°c","0.529"
"Temperature change on land","India","Temperature change","Meteorological year","2021","°c","0.734"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2000","°c","0.265"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2001","°c","0.515"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2002","°c","0.599"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2003","°c","0.599"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2004","°c","0.546"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2005","°c","0.706"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2006","°c","0.401"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2007","°c","0.448"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2008","°c","0.252"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2009","°c","0.562"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2010","°c","0.768"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2011","°c","0.288"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2012","°c","0.42"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2013","°c","0.773"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2014","°c","0.759"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2015","°c","0.755"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2016","°c","1.386"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2017","°c","0.932"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2018","°c","0.846"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2019","°c","1.026"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2020","°c","1.192"
"Temperature change on land","Indonesia","Temperature change","Meteorological year","2021","°c","0.992"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2000","°c","1.243"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2001","°c","1.546"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2002","°c","1.685"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2003","°c","0.957"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2004","°c","1.561"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2005","°c","0.848"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2006","°c","1.878"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2007","°c","0.904"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2008","°c","1.144"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2009","°c","1.225"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2010","°c","2.252"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2011","°c","1.38"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2012","°c","1.125"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2013","°c","1.652"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2014","°c","1.094"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2015","°c","1.88"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2016","°c","1.685"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2017","°c","1.758"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2018","°c","2.065"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2019","°c","1.589"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2020","°c","1.335"
"Temperature change on land","Iran (Islamic Republic of)","Temperature change","Meteorological year","2021","°c","2.161"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2000","°c","0.986"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2001","°c","1.268"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2002","°c","1.147"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2003","°c","0.938"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2004","°c","1.072"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2005","°c","0.524"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2006","°c","1.618"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2007","°c","0.941"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2008","°c","1.161"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2009","°c","0.876"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2010","°c","2.681"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2011","°c","0.835"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2012","°c","1.272"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2013","°c","1.261"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2014","°c","1.162"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2015","°c","1.918"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2016","°c","1.653"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2017","°c","1.558"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2018","°c","2.394"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2019","°c","1.619"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2020","°c","1.854"
"Temperature change on land","Iraq","Temperature change","Meteorological year","2021","°c","2.661"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2000","°c","0.548"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2001","°c","0.522"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2002","°c","0.802"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2003","°c","0.995"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2004","°c","0.865"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2005","°c","1.147"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2006","°c","1.135"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2007","°c","1.326"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2008","°c","0.818"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2009","°c","0.785"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2010","°c","-0.127"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2011","°c","0.536"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2012","°c","0.683"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2013","°c","0.565"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2014","°c","1.368"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2015","°c","0.447"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2016","°c","1.034"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2017","°c","1.254"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2018","°c","0.769"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2019","°c","1.182"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2020","°c","1.05"
"Temperature change on land","Ireland","Temperature change","Meteorological year","2021","°c","0.989"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2000","°c","0.617"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2001","°c","0.498"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2002","°c","0.877"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2003","°c","1.034"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2004","°c","0.929"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2005","°c","1.145"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2006","°c","1.209"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2007","°c","1.302"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2008","°c","0.809"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2009","°c","0.854"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2010","°c","-0.132"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2011","°c","0.659"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2012","°c","0.589"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2013","°c","0.414"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2014","°c","1.492"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2015","°c","0.406"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2016","°c","1.083"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2017","°c","1.331"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2018","°c","0.844"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2019","°c","1.137"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2020","°c","1.161"
"Temperature change on land","Isle of Man","Temperature change","Meteorological year","2021","°c","0.979"
"Temperature change on land","Israel","Temperature change","Meteorological year","2000","°c","0.301"
"Temperature change on land","Israel","Temperature change","Meteorological year","2001","°c","0.927"
"Temperature change on land","Israel","Temperature change","Meteorological year","2002","°c","0.807"
"Temperature change on land","Israel","Temperature change","Meteorological year","2003","°c","0.641"
"Temperature change on land","Israel","Temperature change","Meteorological year","2004","°c","0.619"
"Temperature change on land","Israel","Temperature change","Meteorological year","2005","°c","0.271"
"Temperature change on land","Israel","Temperature change","Meteorological year","2006","°c","0.658"
"Temperature change on land","Israel","Temperature change","Meteorological year","2007","°c","0.593"
"Temperature change on land","Israel","Temperature change","Meteorological year","2008","°c","0.801"
"Temperature change on land","Israel","Temperature change","Meteorological year","2009","°c","0.902"
"Temperature change on land","Israel","Temperature change","Meteorological year","2010","°c","2.397"
"Temperature change on land","Israel","Temperature change","Meteorological year","2011","°c","0.649"
"Temperature change on land","Israel","Temperature change","Meteorological year","2012","°c","1.105"
"Temperature change on land","Israel","Temperature change","Meteorological year","2013","°c","1.185"
"Temperature change on land","Israel","Temperature change","Meteorological year","2014","°c","0.951"
"Temperature change on land","Israel","Temperature change","Meteorological year","2015","°c","1.427"
"Temperature change on land","Israel","Temperature change","Meteorological year","2016","°c","1.731"
"Temperature change on land","Israel","Temperature change","Meteorological year","2017","°c","0.878"
"Temperature change on land","Israel","Temperature change","Meteorological year","2018","°c","2.139"
"Temperature change on land","Israel","Temperature change","Meteorological year","2019","°c","1.343"
"Temperature change on land","Israel","Temperature change","Meteorological year","2020","°c","1.612"
"Temperature change on land","Israel","Temperature change","Meteorological year","2021","°c","1.964"
"Temperature change on land","Italy","Temperature change","Meteorological year","2000","°c","1.202"
"Temperature change on land","Italy","Temperature change","Meteorological year","2001","°c","1.495"
"Temperature change on land","Italy","Temperature change","Meteorological year","2002","°c","0.877"
"Temperature change on land","Italy","Temperature change","Meteorological year","2003","°c","1.489"
"Temperature change on land","Italy","Temperature change","Meteorological year","2004","°c","0.71"
"Temperature change on land","Italy","Temperature change","Meteorological year","2005","°c","0.534"
"Temperature change on land","Italy","Temperature change","Meteorological year","2006","°c","0.826"
"Temperature change on land","Italy","Temperature change","Meteorological year","2007","°c","1.532"
"Temperature change on land","Italy","Temperature change","Meteorological year","2008","°c","1.125"
"Temperature change on land","Italy","Temperature change","Meteorological year","2009","°c","1.213"
"Temperature change on land","Italy","Temperature change","Meteorological year","2010","°c","0.728"
"Temperature change on land","Italy","Temperature change","Meteorological year","2011","°c","1.221"
"Temperature change on land","Italy","Temperature change","Meteorological year","2012","°c","1.512"
"Temperature change on land","Italy","Temperature change","Meteorological year","2013","°c","0.974"
"Temperature change on land","Italy","Temperature change","Meteorological year","2014","°c","1.618"
"Temperature change on land","Italy","Temperature change","Meteorological year","2015","°c","1.704"
"Temperature change on land","Italy","Temperature change","Meteorological year","2016","°c","1.71"
"Temperature change on land","Italy","Temperature change","Meteorological year","2017","°c","1.611"
"Temperature change on land","Italy","Temperature change","Meteorological year","2018","°c","1.843"
"Temperature change on land","Italy","Temperature change","Meteorological year","2019","°c","1.695"
"Temperature change on land","Italy","Temperature change","Meteorological year","2020","°c","1.889"
"Temperature change on land","Italy","Temperature change","Meteorological year","2021","°c","1.579"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2000","°c","0.353"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2001","°c","0.613"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2002","°c","0.872"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2003","°c","1.046"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2004","°c","0.883"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2005","°c","0.98"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2006","°c","0.983"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2007","°c","0.905"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2008","°c","0.531"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2009","°c","0.812"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2010","°c","1.136"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2011","°c","0.594"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2012","°c","0.751"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2013","°c","1.032"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2014","°c","1.268"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2015","°c","1.336"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2016","°c","1.492"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2017","°c","1.189"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2018","°c","1.382"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2019","°c","1.694"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2020","°c","1.807"
"Temperature change on land","Jamaica","Temperature change","Meteorological year","2021","°c","1.467"
"Temperature change on land","Japan","Temperature change","Meteorological year","2000","°c","0.624"
"Temperature change on land","Japan","Temperature change","Meteorological year","2001","°c","0.409"
"Temperature change on land","Japan","Temperature change","Meteorological year","2002","°c","0.621"
"Temperature change on land","Japan","Temperature change","Meteorological year","2003","°c","0.312"
"Temperature change on land","Japan","Temperature change","Meteorological year","2004","°c","1.105"
"Temperature change on land","Japan","Temperature change","Meteorological year","2005","°c","0.724"
"Temperature change on land","Japan","Temperature change","Meteorological year","2006","°c","0.374"
"Temperature change on land","Japan","Temperature change","Meteorological year","2007","°c","0.988"
"Temperature change on land","Japan","Temperature change","Meteorological year","2008","°c","0.657"
"Temperature change on land","Japan","Temperature change","Meteorological year","2009","°c","0.793"
"Temperature change on land","Japan","Temperature change","Meteorological year","2010","°c","0.913"
"Temperature change on land","Japan","Temperature change","Meteorological year","2011","°c","0.585"
"Temperature change on land","Japan","Temperature change","Meteorological year","2012","°c","0.381"
"Temperature change on land","Japan","Temperature change","Meteorological year","2013","°c","0.609"
"Temperature change on land","Japan","Temperature change","Meteorological year","2014","°c","0.543"
"Temperature change on land","Japan","Temperature change","Meteorological year","2015","°c","0.817"
"Temperature change on land","Japan","Temperature change","Meteorological year","2016","°c","1.307"
"Temperature change on land","Japan","Temperature change","Meteorological year","2017","°c","0.781"
"Temperature change on land","Japan","Temperature change","Meteorological year","2018","°c","0.908"
"Temperature change on land","Japan","Temperature change","Meteorological year","2019","°c","1.253"
"Temperature change on land","Japan","Temperature change","Meteorological year","2020","°c","1.418"
"Temperature change on land","Japan","Temperature change","Meteorological year","2021","°c","1.253"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2000","°c","0.386"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2001","°c","1.014"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2002","°c","0.698"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2003","°c","0.53"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2004","°c","0.651"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2005","°c","0.189"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2006","°c","0.79"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2007","°c","0.572"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2008","°c","0.785"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2009","°c","0.621"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2010","°c","2.659"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2011","°c","0.576"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2012","°c","1.155"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2013","°c","1.116"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2014","°c","0.908"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2015","°c","1.558"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2016","°c","1.782"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2017","°c","1.077"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2018","°c","2.115"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2019","°c","1.426"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2020","°c","1.772"
"Temperature change on land","Jordan","Temperature change","Meteorological year","2021","°c","2.081"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2000","°c","1.498"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2001","°c","1.656"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2002","°c","2.255"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2003","°c","0.103"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2004","°c","2.161"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2005","°c","1.557"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2006","°c","1.418"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2007","°c","2.167"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2008","°c","1.519"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2009","°c","1.149"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2010","°c","1.276"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2011","°c","0.709"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2012","°c","1.122"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2013","°c","1.583"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2014","°c","0.648"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2015","°c","1.573"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2016","°c","2.201"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2017","°c","1.724"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2018","°c","0.605"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2019","°c","1.447"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2020","°c","2.8"
"Temperature change on land","Kazakhstan","Temperature change","Meteorological year","2021","°c","1.41"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2000","°c","0.48"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2001","°c","0.537"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2002","°c","0.672"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2003","°c","0.8"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2004","°c","0.579"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2005","°c","0.782"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2006","°c","0.817"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2007","°c","0.507"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2008","°c","0.708"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2009","°c","1.284"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2010","°c","1.071"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2011","°c","1.033"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2012","°c","0.933"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2013","°c","0.839"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2014","°c","0.923"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2015","°c","1.068"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2016","°c","1.145"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2017","°c","1.405"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2018","°c","0.516"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2019","°c","1.48"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2020","°c","1.185"
"Temperature change on land","Kenya","Temperature change","Meteorological year","2021","°c","1.275"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2000","°c","0.173"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2001","°c","0.455"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2002","°c","0.557"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2003","°c","0.64"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2004","°c",""
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2005","°c",""
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2006","°c","0.62"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2007","°c","0.597"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2008","°c","0.299"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2009","°c","0.652"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2010","°c","0.361"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2011","°c","0.377"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2012","°c","0.478"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2013","°c","0.677"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2014","°c","0.816"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2015","°c","0.952"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2016","°c","1.278"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2017","°c","1.09"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2018","°c","0.996"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2019","°c","0.998"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2020","°c","1.474"
"Temperature change on land","Kiribati","Temperature change","Meteorological year","2021","°c",""
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2000","°c","1.235"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2001","°c","1.226"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2002","°c","1.557"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2003","°c","1.517"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2004","°c","1.461"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2005","°c","0.652"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2006","°c","1.81"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2007","°c","0.999"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2008","°c","1.368"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2009","°c","1.249"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2010","°c","2.521"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2011","°c","1.281"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2012","°c","1.483"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2013","°c","1.342"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2014","°c","1.433"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2015","°c","2.078"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2016","°c","1.663"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2017","°c","1.917"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2018","°c","2.304"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2019","°c","1.833"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2020","°c","1.905"
"Temperature change on land","Kuwait","Temperature change","Meteorological year","2021","°c","2.605"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2000","°c","1.074"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2001","°c","1.459"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2002","°c","1.433"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2003","°c","0.45"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2004","°c","1.51"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2005","°c","1.167"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2006","°c","1.618"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2007","°c","1.674"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2008","°c","0.972"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2009","°c","0.959"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2010","°c","1.334"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2011","°c","1.189"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2012","°c","0.252"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2013","°c","1.336"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2014","°c","0.46"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2015","°c","1.413"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2016","°c","1.808"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2017","°c","1.375"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2018","°c","1.155"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2019","°c","1.597"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2020","°c","1.282"
"Temperature change on land","Kyrgyzstan","Temperature change","Meteorological year","2021","°c","1.297"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2000","°c","0.022"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2001","°c","0.714"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2002","°c","0.612"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2003","°c","0.982"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2004","°c","0.414"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2005","°c","0.893"
