VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Lithuania,2019,0.23322449,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Lithuania,2020,0.23322449,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2006,0.003896104,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2007,0.003636364,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2008,0.003376623,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2009,0.003116883,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2010,0.002857143,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2011,0.014285714,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2012,0.005714286,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2013,0.008571429,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2014,0.008571429,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2015,0.02,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2016,0.008571429,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2017,0.011428571,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2018,0.014285714,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2019,0.017142857,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Luxembourg,2020,0,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2006,33.663366337,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2007,40.198019802,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2008,38.217821782,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2009,32.673267327,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2010,37.689768977,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2011,42.706270627,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2012,47.722772277,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2013,57.425742574,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2014,56.03960396,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2015,50.297029703,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2016,50.495049505,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2017,55.445544555,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2018,50.15799901,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2019,45.445961584,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Malta,2020,47.450054653,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2006,0.133846154,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2007,0.079010989,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2008,0.078791209,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2009,0.102087912,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2010,0.134065934,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2011,0.131208791,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2012,0.066153846,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2013,0.117472528,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2014,0.090879121,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2015,0.116373626,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2016,0.084065934,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2017,0.131538462,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2018,0.331978022,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2019,0.278461538,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2020,0.337582418,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2006,1.80661157,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2007,1.854545454,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2008,1.899173554,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2009,1.915702479,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2010,1.905785124,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2011,1.836363636,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2012,1.821487603,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2013,1.783471074,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2014,1.745454545,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2015,1.639669422,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2016,1.740495868,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2017,1.682644628,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2018,2.295867769,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2019,2.295867769,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2020,2.295867769,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2006,8.417845777,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2007,8.054217326,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2008,7.690588875,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2009,7.326960424,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2010,6.963331973,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2011,6.599703522,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2012,6.236075071,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2013,5.87244662,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2014,5.508818169,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2015,5.145189719,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2016,4.781561267,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2017,4.417932816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2018,4.417932816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2019,4.417932816,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2020,4.417932816,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2006,0.245271449,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2007,0.518371775,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2008,0.509409933,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2009,0.552332437,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2010,0.34904014,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2011,0.454695533,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2012,0.51554172,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2013,0.535352106,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2014,0.516485072,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2015,0.608933541,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2016,0.586293099,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2017,0.703268714,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2018,0.673081458,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2019,0.760341493,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2020,1.075420971,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2006,0.055888224,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2007,0.04491018,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2008,0.034131737,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2009,0.0500998,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2010,0.035528942,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2011,0.047105788,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2012,0.061277445,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2013,0.051497006,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2014,0.045708583,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2015,0.060878243,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2016,0.041516966,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2017,0.063073852,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2018,0.051097804,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2019,0.058283433,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovakia,2020,0.058882235,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2006,0.019767807,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2007,0.014433637,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2008,0.007216818,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2009,0.007844368,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2010,0.005020395,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2011,0.010040791,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2012,0.007216818,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2013,0.01129589,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2014,0.005020395,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2015,0.010982115,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2016,0.010354565,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2017,0.012237214,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2018,0.009413241,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2019,0.009413241,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Slovenia,2020,0.009413241,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2006,20.816143498,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2007,20.789237668,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2008,20.412556054,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2009,21.497757848,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2010,20.950672646,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2011,21.255605381,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2012,22.843049327,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2013,19.040358744,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2014,19.695067265,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2015,18.582959641,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2016,18.264573991,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2017,17.765919283,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2018,17.214349776,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2019,17.10941704,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Spain,2020,17.004484305,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2006,0.061494253,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2007,0.061494253,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2008,0.059770115,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2009,0.058045977,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2010,0.056321839,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2011,0.053678161,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2012,0.051034483,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2013,0.048390805,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2014,0.045747126,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2015,0.043103448,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2016,0.046206897,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2017,0.049310345,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2018,0.052413793,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2019,0.055517241,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sweden,2020,0.05862069,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2006,0.979591837,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2007,0.904761905,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2008,0.755782313,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2009,0.717006803,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2010,0.807482993,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2011,0.673537415,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2012,0.713605442,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2013,0.709863946,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2014,0.706122449,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2015,0.856462585,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2016,0.804761905,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2017,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2018,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2019,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2020,0.804761905,%,I,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2006,2.595413365,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2007,3.147585445,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2008,3.146625117,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2009,2.170741952,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2010,1.933962315,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2011,2.713590194,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2012,3.059259108,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2013,3.198668251,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2014,2.674053387,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2015,2.192571626,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2016,1.880482603,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2017,2.000333791,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2018,1.829615592,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2019,1.656167123,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2020,1.598112273,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2006,0.947607314,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2007,1.202658539,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2008,0.914872746,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2009,0.706553632,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2010,0.783932301,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2011,0.774994707,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2012,1.071235336,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2013,0.943050358,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2014,1.083353557,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2015,1.2607644,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2016,1.346063357,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2017,1.436208687,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2018,1.115699108,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2019,1.263370512,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belgium,2020,1.425944721,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2006,0.099531884,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2007,0.117793813,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2008,0.109420098,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2009,0.061054269,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2010,0.032327267,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2011,0.045096864,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2012,0.078289708,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2013,0.126531969,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2014,0.14328488,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2015,0.113194777,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2016,0.103931175,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2017,0.115732039,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2018,0.114798471,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2019,0.133350295,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2020,0.131483141,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2007,10.217225541,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2008,6.640088867,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2009,4.213218073,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2010,0.626811989,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2011,0.615729244,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2012,0.538857377,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2013,0.55643372,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2014,0.434153244,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2015,0.408194291,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2016,0.393425974,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2017,0.482551377,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2018,0.610399402,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2019,0.716130293,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2020,0.652938444,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2006,1.074824781,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2007,0.965702979,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2008,1.633096598,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2009,1.156438283,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2010,1.113978619,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2011,1.033916512,US$/m3,E,False
