Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","41.51"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","42.15"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","42.36"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","42.97"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","44.01"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","47.33"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","49.44"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","51.56"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","54"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","54.88"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","54.95"
"Employment Indicators: Rural","Hungary","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","53.9"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Hungary","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","1308.34"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","1423.16"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","1411.9"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","1287.45"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","1242.01"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","1225.17"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","803.55"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","824.74"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","828.8"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","887.15"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","916.25"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","897.29"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","896.94"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","941.23"
"Employment Indicators: Rural","Ireland","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","967.59"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","62.83"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","66.48"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","65.62"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","64.1"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","62.7"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","61.93"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","60.4"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","61.29"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","60.52"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","61.22"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","61.2"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","60.54"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","60"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","60.36"
"Employment Indicators: Rural","Ireland","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","59.7"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","60.21"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","63.27"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","61.17"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","55.64"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","53.22"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","52.03"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","50.6"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","52.89"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","53.16"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","55.26"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","56.26"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","56.75"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","56.85"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","57.66"
"Employment Indicators: Rural","Ireland","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","56.82"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Ireland","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","3264.43"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","3234.63"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","3237.08"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","3256.99"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","3252.25"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","2783.57"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","5410.17"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","5266.78"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","5314.17"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","5381.82"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","5370.27"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","5367.64"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","5521.81"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","5518.17"
"Employment Indicators: Rural","Italy","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","5412.64"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","46.34"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","46.44"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","46.91"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","46.46"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","46.42"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","45.6"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","48.52"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","48.13"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","48.57"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","48.42"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","48.8"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","48.8"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","49.04"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","48.69"
"Employment Indicators: Rural","Italy","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","47.56"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","43.12"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","43.47"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","43.5"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","42.67"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","42.25"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","41.55"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","43.37"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","42.15"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","42.34"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","42.64"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","43.01"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","43.14"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","43.82"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","43.99"
"Employment Indicators: Rural","Italy","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","43.26"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Italy","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","518.32"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","518.21"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","525.66"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","461.08"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","430.62"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","436.51"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","311.94"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","314.28"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","303.84"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","309.31"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","314.12"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","297.19"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","301.33"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","299.46"
"Employment Indicators: Rural","Latvia","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","290.31"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","56.95"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","57.51"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","58.92"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","57.88"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","56.17"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","56.1"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","56.96"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","56.79"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","57.39"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","58.37"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","58.94"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","58.12"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","58.03"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","58.08"
"Employment Indicators: Rural","Latvia","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","60.06"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","53.15"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","53.88"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","54.48"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","48.24"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","46.17"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","47.51"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","48.28"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","49.39"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","50.29"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","51.8"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","52.91"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","52.19"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","53.09"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","53.64"
"Employment Indicators: Rural","Latvia","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","54.62"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Latvia","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","774.36"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","789.97"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","756.09"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","689.34"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","638.69"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","646.5"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","531.32"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","543.46"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","560.11"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","590.53"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","607.66"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","444.81"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","453.38"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","536.84"
"Employment Indicators: Rural","Lithuania","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","522.42"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","52.5"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","52.41"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","51.39"
